
T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39
3ni9mdkbrt6wy	,03	,00010002	,074990940272	,0000	,0	,01	,1	,495053	,1031184159	,0	,73735735	,00010002	,4	,030000000	,0	,564.00	,01	,184159	,00010002	,0	,000100024950531031184159000010002	,20221031	,00010002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,130	,0870	,01	,01	,zademc4t7531w	,1	,1	
un38tebomh9zx	,01	,00030003	,017108291914	,0000	,0	,01	,1	,051546	,1031185534	,0	,81519868	,00030003	,4	,010000000	,0	,4365.00	,01	,185534	,00030003	,0	,000300030515461031185534000030003	,20221031	,00030003	,721992208296915	,02	,00	,01	,00000000	,7011	,86035035	,hetRegular(Low)	,000	,5452	,01	,05	,jdi21unelyqs3	,1	,1	
kcuf4pvn2x981	,03	,00010000	,213116571080	,0000	,0	,01	,1	,217735	,1031194843	,0	,05654183	,00010000	,4	,030000000	,0	,4845.00	,01	,194843	,00010000	,0	,000100002177351031194843000010000	,20221031	,00010000	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,001	,0583	,01	,01	,nmcs4xrdiwt1j	,1	,1	
ormwfd17hx9se	,03	,00020001	,840608878220	,0000	,0	,01	,1	,693048	,1031195050	,0	,78412769	,00020001	,4	,030000000	,0	,47000.00	,01	,195050	,00020001	,0	,000200016930481031195050000020001	,20221031	,00020001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,072	,0824	,01	,01	,0tbsklj7pweqm	,1	,1	
kcuf4pvn2x981	,03	,00010000	,578313997652	,0000	,0	,01	,1	,762435	,1031195054	,0	,13094486	,00010000	,4	,030000000	,0	,4299.00	,01	,195054	,00010000	,0	,000100007624351031195054000010000	,20221031	,00010000	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,110	,9601	,01	,01	,3c50dybae7wml	,1	,1	
gvwx1re823dsn	,03	,00030002	,109786347446	,0000	,0	,01	,1	,068081	,1031202918	,0	,86969839	,00030002	,4	,030000000	,0	,410.00	,01	,202918	,00030002	,0	,000300020680811031202918000030002	,20221031	,00030002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,100	,7625	,01	,05	,af3c6ohtsu2p9	,1	,1	
u4lfsdwqp610j	,03	,00020001	,610378942518	,0000	,0	,01	,1	,282488	,1031212818	,0	,15004131	,00020001	,4	,030000000	,0	,198.00	,01	,212818	,00020001	,0	,000200012824881031212818000020001	,20221031	,00020001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,071	,7820	,01	,01	,bcwxqja51f0vs	,1	,1	
jfpxelk10s5m2	,03	,00010001	,626695391428	,0000	,0	,01	,1	,794822	,1031213921	,0	,41436926	,00010001	,4	,030000000	,0	,3178.00	,01	,213921	,00010001	,0	,000100017948221031213921000010001	,20221031	,00010001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,151	,1093	,01	,01	,sghzobpt4x1n9	,1	,1	
mtb42s05kd3xv	,01	,00030001	,473927950038	,0000	,0	,01	,1	,374300	,1031215035	,0	,34537050	,00030001	,4	,010000000	,0	,1087.00	,01	,215035	,00030001	,0	,000300013743001031215035000030001	,20221031	,00030001	,721992208296915	,02	,00	,01	,00000000	,7011	,86035035	,hetRegular(Low)	,141	,9763	,01	,01	,jdi21unelyqs3	,1	,1	
3qn967exs4caj	,03	,00010003	,510577651767	,0000	,0	,01	,1	,912568	,1031223454	,0	,03065862	,00010003	,4	,030000000	,0	,331.00	,01	,223454	,00010003	,0	,000100039125681031223454000010003	,20221031	,00010003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,000	,9589	,01	,01	,9f876xmzdi5u0	,1	,1	
t7sbmj3eh5vx6	,01	,00010000	,649830370509	,0000	,0	,01	,1	,295331	,1031230052	,0	,52909079	,00010000	,4	,010000000	,0	,2400.00	,01	,230052	,00010000	,0	,000100002953311031230052000010000	,20221031	,00010000	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",102	,1483	,01	,01	,5nl2g673wdipu	,1	,1	
jdi21unelyqs3	,03	,00010003	,065713984277	,0000	,0	,01	,1	,666617	,1031230130	,0	,89456980	,00010003	,4	,030000000	,0	,4146.00	,01	,230130	,00010003	,0	,000100036666171031230130000010003	,20221031	,00010003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,031	,4082	,01	,01	,gjpnrz5o1qe3f	,1	,1	
5nl2g673wdipu	,03	,00020003	,423284931320	,0000	,0	,01	,1	,919444	,1101022854	,0	,40622767	,00020003	,4	,030000000	,0	,2280.00	,01	,022854	,00020003	,0	,000200039194441101022854000020003	,20221101	,00020003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,060	,9618	,01	,01	,qcdrwespao4x7	,1	,1	
jdi21unelyqs3	,03	,00010003	,218904888572	,0000	,0	,01	,1	,920676	,1101031249	,0	,70193025	,00010003	,4	,030000000	,0	,1032.00	,01	,031249	,00010003	,0	,000100039206761101031249000010003	,20221101	,00010003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,000	,1881	,01	,01	,xyjtvpsordm6k	,1	,1	
un38tebomh9zx	,01	,00030003	,548499169562	,0000	,0	,01	,1	,597387	,1101035819	,0	,60637577	,00030003	,4	,010000000	,0	,2500.00	,01	,035819	,00030003	,0	,000300035973871101035819000030003	,20221101	,00030003	,716539165168778	,02	,00	,01	,00000000	,7829	,84715794	,"qtyMovies,TV_shows,Music(Low)	",022	,0921	,01	,05	,6yo2tnfi7vsu9	,1	,1	
ztyvkqjleus89	,03	,00030000	,413206046879	,0000	,0	,01	,1	,103369	,1101040155	,0	,79002486	,00030000	,4	,030000000	,0	,3325.00	,01	,040155	,00030000	,0	,000300001033691101040155000030000	,20221101	,00030000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,141	,8916	,01	,01	,6jlztbn0xp5kd	,1	,1	
3mezcwo196nib	,01	,00030001	,004440860672	,0000	,0	,01	,1	,836368	,1101045932	,0	,79205098	,00030001	,4	,010000000	,0	,1059.00	,01	,045932	,00030001	,0	,000300018363681101045932000030001	,20221101	,00030001	,726924948305871	,02	,00	,01	,00000000	,7011	,85970589	,lgoFour_star(Low)	,010	,7761	,01	,01	,v5ezbj6ro1lmi	,1	,1	
jdi21unelyqs3	,03	,00010003	,569393162186	,0000	,0	,01	,1	,418369	,1101085054	,0	,19190416	,00010003	,4	,030000000	,0	,4233.00	,01	,085054	,00010003	,0	,000100034183691101085054000010003	,20221101	,00010003	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,142	,8480	,01	,01	,ctlxv92fkbeua	,1	,1	
kcuf4pvn2x981	,03	,00010000	,753247914222	,0000	,0	,01	,1	,839647	,1101092427	,0	,99147547	,00010000	,4	,030000000	,0	,5581.00	,01	,092427	,00010000	,0	,000100008396471101092427000010000	,20221101	,00010000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,122	,7966	,01	,01	,oi1yb7p94a0d8	,1	,1	
gsrzmj87x54q1	,01	,00030003	,393955045945	,0000	,0	,01	,1	,909691	,1101094438	,0	,89045737	,00030003	,4	,010000000	,0	,3856.00	,01	,094438	,00030003	,0	,000300039096911101094438000030003	,20221101	,00030003	,716539165168778	,02	,00	,01	,00000000	,7829	,84715794	,"qtyMovies,TV_shows,Music(Low)	",021	,3015	,01	,01	,6yo2tnfi7vsu9	,1	,1	
ced01k7uagwf4	,03	,00010001	,203450755696	,0000	,0	,01	,1	,324032	,1101111623	,0	,99251808	,00010001	,4	,030000000	,0	,6182.00	,01	,111623	,00010001	,0	,000100013240321101111623000010001	,20221101	,00010001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,040	,5676	,01	,06	,hapu3meo6y29w	,1	,1	
di0s2qkuahz5o	,01	,00020001	,090498650283	,0000	,0	,01	,1	,810622	,1101120443	,0	,59373918	,00020001	,4	,010000000	,0	,2208.00	,01	,120443	,00020001	,0	,000200018106221101120443000020001	,20221101	,00020001	,928424325516094	,02	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",102	,2794	,01	,01	,87q3y0vp2fobr	,1	,1	
4usmqk3nvdizb	,01	,00010001	,855295606317	,0000	,0	,01	,1	,401888	,1101124059	,0	,09078265	,00010001	,4	,010000000	,0	,1500.00	,01	,124059	,00010001	,0	,000100014018881101124059000010001	,20221101	,00010001	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,101	,6249	,01	,01	,c0kdo5xre6vw4	,1	,1	
c0kdo5xre6vw4	,03	,00010000	,240670156008	,0000	,0	,01	,1	,062769	,1101124352	,0	,10987346	,00010000	,4	,030000000	,0	,1425.00	,01	,124352	,00010000	,0	,000100000627691101124352000010000	,20221101	,00010000	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,130	,1076	,01	,01	,oi1yb7p94a0d8	,1	,1	
6yo2tnfi7vsu9	,03	,00010003	,962229479481	,0000	,0	,01	,1	,289391	,1101144925	,0	,94160417	,00010003	,4	,030000000	,0	,2375.00	,01	,144925	,00010003	,0	,000100032893911101144925000010003	,20221101	,00010003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,131	,1968	,01	,04	,s7mv1804hkf3a	,1	,1	
ztyvkqjleus89	,03	,00030000	,496734437519	,0000	,0	,01	,1	,948623	,1101160726	,0	,70785744	,00030000	,4	,030000000	,0	,936.00	,01	,160726	,00030000	,0	,000300009486231101160726000030000	,20221101	,00030000	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,140	,9091	,01	,01	,ceb62zqjix1gy	,1	,1	
6yo2tnfi7vsu9	,03	,00010003	,708862655596	,0000	,0	,01	,1	,553082	,1101201244	,0	,94823355	,00010003	,4	,030000000	,0	,2296.00	,01	,201244	,00010003	,0	,000100035530821101201244000010003	,20221101	,00010003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,151	,4991	,01	,04	,qw61yoinecg7t	,1	,1	
c14zl5r0vubmt	,01	,00020003	,265296614912	,0000	,0	,01	,1	,910547	,1101202853	,0	,51977044	,00020003	,4	,010000000	,0	,4200.00	,01	,202853	,00020003	,0	,000200039105471101202853000020003	,20221101	,00020003	,716539165168778	,02	,00	,01	,00000000	,7829	,84715794	,"qtyMovies,TV_shows,Music(Low)	",030	,5914	,01	,01	,6yo2tnfi7vsu9	,1	,1	
od0gacwe9j7hb	,01	,00010000	,374824220739	,0000	,0	,01	,1	,710484	,1101204203	,0	,98557274	,00010000	,4	,010000000	,0	,1300.00	,01	,204203	,00010000	,0	,000100007104841101204203000010000	,20221101	,00010000	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,132	,5988	,01	,01	,c0kdo5xre6vw4	,1	,1	
t7sbmj3eh5vx6	,01	,00010000	,205946315211	,0000	,0	,01	,1	,665795	,1101204824	,0	,48379837	,00010000	,4	,010000000	,0	,5100.00	,01	,204824	,00010000	,0	,000100006657951101204824000010000	,20221101	,00010000	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",151	,2857	,01	,01	,5nl2g673wdipu	,1	,1	
u6rkf2xzgqdna	,01	,00010001	,012790147369	,0000	,0	,01	,1	,355198	,1101205704	,0	,87847602	,00010001	,4	,010000000	,0	,2417.00	,01	,205704	,00010001	,0	,000100013551981101205704000010001	,20221101	,00010001	,716539165168778	,02	,00	,01	,00000000	,7829	,84715794	,"qtyMovies,TV_shows,Music(Low)	",030	,9971	,01	,01	,6yo2tnfi7vsu9	,1	,1	
jaulyrf21denw	,01	,00030003	,613076853678	,0000	,0	,01	,1	,935880	,1101222221	,0	,25692046	,00030003	,4	,010000000	,0	,6027.00	,01	,222221	,00030003	,0	,000300039358801101222221000030003	,20221101	,00030003	,928424325516094	,02	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",142	,0903	,01	,01	,87q3y0vp2fobr	,1	,1	
6yo2tnfi7vsu9	,03	,00010003	,437612291157	,0000	,0	,01	,1	,925521	,1101222839	,0	,29474306	,00010003	,4	,030000000	,0	,3990.00	,01	,222839	,00010003	,0	,000100039255211101222839000010003	,20221101	,00010003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,150	,7443	,01	,04	,7uprbdmqst839	,1	,1	
v5ezbj6ro1lmi	,03	,00030000	,593630196989	,0000	,0	,01	,1	,370763	,1101225734	,0	,57860910	,00030000	,4	,030000000	,0	,1006.00	,01	,225734	,00030000	,0	,000300003707631101225734000030000	,20221101	,00030000	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,052	,9587	,01	,05	,3l2ohdmxw7u4z	,1	,1	
od0gacwe9j7hb	,01	,00010000	,495076110181	,0000	,0	,01	,1	,125206	,1102004441	,0	,77876358	,00010000	,4	,010000000	,0	,3500.00	,01	,004441	,00010000	,0	,000100001252061102004441000010000	,20221102	,00010000	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",050	,5521	,01	,01	,5nl2g673wdipu	,1	,1	
5nl2g673wdipu	,03	,00020003	,333486546070	,0000	,0	,01	,1	,649352	,1102023354	,0	,30054903	,00020003	,4	,030000000	,0	,4845.00	,01	,023354	,00020003	,0	,000200036493521102023354000020003	,20221102	,00020003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,001	,2860	,01	,01	,ckfoiqg9n1j5a	,1	,1	
87q3y0vp2fobr	,03	,00020002	,765751237615	,0000	,0	,01	,1	,360560	,1102050509	,0	,66139197	,00020002	,4	,030000000	,0	,2097.00	,01	,050509	,00020002	,0	,000200023605601102050509000020002	,20221102	,00020002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,132	,3617	,01	,01	,u8grmnzc4y5kp	,1	,1	
6yo2tnfi7vsu9	,03	,00010003	,482628448700	,0000	,0	,01	,1	,366803	,1102052749	,0	,85316580	,00010003	,4	,030000000	,0	,3663.00	,01	,052749	,00010003	,0	,000100033668031102052749000010003	,20221102	,00010003	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,051	,2309	,01	,04	,6jlztbn0xp5kd	,1	,1	
4usmqk3nvdizb	,01	,00010001	,701600365243	,0000	,0	,01	,1	,749595	,1102065512	,0	,65303234	,00010001	,4	,010000000	,0	,2500.00	,01	,065512	,00010001	,0	,000100017495951102065512000010001	,20221102	,00010001	,166512749679739	,02	,00	,01	,00000000	,5814	,07713955	,"quySnack_bars,Vendors(Low)	",110	,0246	,01	,01	,ced01k7uagwf4	,1	,1	
ced01k7uagwf4	,03	,00010001	,709757391963	,0000	,0	,01	,1	,081285	,1102071140	,0	,75671830	,00010001	,4	,030000000	,0	,2375.00	,01	,071140	,00010001	,0	,000100010812851102071140000010001	,20221102	,00010001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,140	,2535	,01	,06	,oi1yb7p94a0d8	,1	,1	
jaulyrf21denw	,01	,00030003	,014814672874	,0000	,0	,01	,1	,253193	,1102095859	,0	,48284456	,00030003	,4	,010000000	,0	,5809.00	,01	,095859	,00030003	,0	,000300032531931102095859000030003	,20221102	,00030003	,605329632615020	,02	,00	,01	,00000000	,5651	,62772683	,hjnBulk_goods	,070	,1099	,01	,01	,xskq23nibtmja	,1	,1	
82ps45c71w3ln	,01	,00010003	,747630298024	,0000	,0	,01	,1	,638655	,1102113621	,0	,08110227	,00010003	,4	,010000000	,0	,2665.00	,01	,113621	,00010003	,0	,000100036386551102113621000010003	,20221102	,00010003	,195970762474688	,02	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,002	,4477	,01	,01	,spa8mnj4k1tyz	,1	,1	
5nl2g673wdipu	,03	,00020003	,919880472799	,0000	,0	,01	,1	,811032	,1102114059	,0	,18404348	,00020003	,4	,030000000	,0	,3325.00	,01	,114059	,00020003	,0	,000200038110321102114059000020003	,20221102	,00020003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,020	,8999	,01	,01	,6fmkdywl9zaso	,1	,1	
e3ksdcyp5xigh	,01	,00020002	,634289383874	,0000	,0	,01	,1	,781173	,1102121305	,0	,43366482	,00020002	,4	,010000000	,0	,4416.00	,01	,121305	,00020002	,0	,000200027811731102121305000020002	,20221102	,00020002	,716539165168778	,02	,00	,01	,00000000	,7829	,84715794	,"qtyMovies,TV_shows,Music(Low)	",050	,5995	,01	,04	,6yo2tnfi7vsu9	,1	,1	
87q3y0vp2fobr	,03	,00020002	,160901945718	,0000	,0	,01	,1	,226266	,1102154130	,0	,92297178	,00020002	,4	,030000000	,0	,5725.00	,01	,154130	,00020002	,0	,000200022262661102154130000020002	,20221102	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,060	,9482	,01	,01	,zlg6n3w8mdki1	,1	,1	
ftwxe6o13zisp	,01	,00010000	,646363900695	,0000	,0	,01	,1	,471290	,1102164543	,0	,69210688	,00010000	,4	,010000000	,0	,3400.00	,01	,164543	,00010000	,0	,000100004712901102164543000010000	,20221102	,00010000	,166512749679739	,02	,00	,01	,00000000	,5814	,07713955	,"quySnack_bars,Vendors(Low)	",012	,5835	,01	,06	,ced01k7uagwf4	,1	,1	
ced01k7uagwf4	,03	,00010001	,031392747656	,0000	,0	,01	,1	,090137	,1102165816	,0	,19160658	,00010001	,4	,030000000	,0	,3230.00	,01	,165816	,00010001	,0	,000100010901371102165816000010001	,20221102	,00010001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,101	,0065	,01	,06	,tykx15jm3gv7a	,1	,1	
3mezcwo196nib	,01	,00030001	,741355810899	,0000	,0	,01	,1	,564453	,1102180338	,0	,02440080	,00030001	,4	,010000000	,0	,3400.00	,01	,180338	,00030001	,0	,000300015644531102180338000030001	,20221102	,00030001	,965819387286951	,02	,00	,01	,00000000	,7996	,78679991	,"oxnArcades,Amusement_parks(Low)	",130	,7249	,01	,01	,y9hd4ue5qbzk8	,1	,1	
br21qplho7mfi	,01	,00010001	,434253733357	,0000	,0	,01	,1	,599020	,1102180802	,0	,09460813	,00010001	,4	,010000000	,0	,3117.00	,01	,180802	,00010001	,0	,000100015990201102180802000010001	,20221102	,00010001	,721992208296915	,02	,00	,01	,00000000	,7011	,86035035	,hetRegular(Low)	,130	,2572	,01	,01	,jdi21unelyqs3	,1	,1	
u6rkf2xzgqdna	,01	,00010001	,385704127646	,0000	,0	,01	,1	,069642	,1102183319	,0	,49152848	,00010001	,4	,010000000	,0	,4400.00	,01	,183319	,00010001	,0	,000100010696421102183319000010001	,20221102	,00010001	,605329632615020	,02	,00	,01	,00000000	,5651	,62772683	,hjnBulk_goods	,112	,5379	,01	,01	,xskq23nibtmja	,1	,1	
c0kdo5xre6vw4	,03	,00010000	,855393549101	,0000	,0	,01	,1	,701136	,1102183514	,0	,82463273	,00010000	,4	,030000000	,0	,1235.00	,01	,183514	,00010000	,0	,000100007011361102183514000010000	,20221102	,00010000	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,110	,2027	,01	,01	,6fmkdywl9zaso	,1	,1	
spa8mnj4k1tyz	,03	,00030001	,757661251035	,0000	,0	,01	,1	,908128	,1102203041	,0	,96152561	,00030001	,4	,030000000	,0	,2531.00	,01	,203041	,00030001	,0	,000300019081281102203041000030001	,20221102	,00030001	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,110	,8394	,01	,01	,kr719xesqp6cg	,1	,1	
lcasei8n20kph	,01	,00010002	,421375792974	,0000	,0	,01	,1	,168410	,1102205240	,0	,28927639	,00010002	,4	,010000000	,0	,4785.00	,01	,205240	,00010002	,0	,000100021684101102205240000010002	,20221102	,00010002	,936319795619747	,02	,00	,01	,00000000	,5699	,03444346	,juwBrand_discounts	,112	,6348	,01	,02	,1tornx8m425el	,1	,1	
xskq23nibtmja	,03	,00020002	,322854283854	,0000	,0	,01	,1	,862822	,1102225016	,0	,14377243	,00020002	,4	,030000000	,0	,5518.00	,01	,225016	,00020002	,0	,000200028628221102225016000020002	,20221102	,00020002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,070	,0221	,01	,01	,zademc4t7531w	,1	,1	
1tornx8m425el	,03	,00010003	,634304741504	,0000	,0	,01	,1	,893347	,1103001730	,0	,24480226	,00010003	,4	,030000000	,0	,4545.00	,01	,001730	,00010003	,0	,000100038933471103001730000010003	,20221103	,00010003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,150	,3124	,01	,06	,5lixshnqy48uk	,1	,1	
jdi21unelyqs3	,03	,00010003	,747091601041	,0000	,0	,01	,1	,879205	,1103011534	,0	,16613871	,00010003	,4	,030000000	,0	,760.00	,01	,011534	,00010003	,0	,000100038792051103011534000010003	,20221103	,00010003	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,012	,4681	,01	,01	,7uprbdmqst839	,1	,1	
c14zl5r0vubmt	,01	,00020003	,749567744311	,0000	,0	,01	,1	,660159	,1103011759	,0	,12697006	,00020003	,4	,010000000	,0	,800.00	,01	,011759	,00020003	,0	,000200036601591103011759000020003	,20221103	,00020003	,721992208296915	,02	,00	,01	,00000000	,7011	,86035035	,hetRegular(Low)	,150	,7484	,01	,01	,jdi21unelyqs3	,1	,1	
y9hd4ue5qbzk8	,03	,00030001	,062287177959	,0000	,0	,01	,1	,431672	,1103054524	,0	,00074810	,00030001	,4	,030000000	,0	,3230.00	,01	,054524	,00030001	,0	,000300014316721103054524000030001	,20221103	,00030001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,052	,6200	,01	,00	,3l2ohdmxw7u4z	,1	,1	
6yo2tnfi7vsu9	,03	,00010003	,667723366535	,0000	,0	,01	,1	,608677	,1103080424	,0	,66104519	,00010003	,4	,030000000	,0	,4195.00	,01	,080424	,00010003	,0	,000100036086771103080424000010003	,20221103	,00010003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,112	,6273	,01	,04	,xcanuib5g8jlv	,1	,1	
xskq23nibtmja	,03	,00020002	,083014368300	,0000	,0	,01	,1	,492550	,1103102616	,0	,27355706	,00020002	,4	,030000000	,0	,4180.00	,01	,102616	,00020002	,0	,000200024925501103102616000020002	,20221103	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,060	,5448	,01	,01	,3c50dybae7wml	,1	,1	
di0s2qkuahz5o	,01	,00020001	,624159264849	,0000	,0	,01	,1	,504212	,1103163001	,0	,96479267	,00020001	,4	,010000000	,0	,2500.00	,01	,163001	,00020001	,0	,000200015042121103163001000020001	,20221103	,00020001	,195970762474688	,02	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,052	,4826	,01	,01	,spa8mnj4k1tyz	,1	,1	
jdi21unelyqs3	,03	,00010003	,825746380928	,0000	,0	,01	,1	,528912	,1103170447	,0	,98957170	,00010003	,4	,030000000	,0	,2961.00	,01	,170447	,00010003	,0	,000100035289121103170447000010003	,20221103	,00010003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,012	,5478	,01	,01	,iywr6f5m1bl4n	,1	,1	
un38tebomh9zx	,01	,00030003	,771786084589	,0000	,0	,01	,1	,820360	,1103194313	,0	,77838173	,00030003	,4	,010000000	,0	,2986.00	,01	,194313	,00030003	,0	,000300038203601103194313000030003	,20221103	,00030003	,846402661928120	,02	,00	,01	,00000000	,8099	,31360497	,eliCommunity_health_service_center(Low)	,102	,4081	,01	,05	,wr84mkincvlg1	,1	,1	
4xpg7yvlhe6a2	,01	,00030000	,318550870944	,0000	,0	,01	,1	,002082	,1103202915	,0	,95961376	,00030000	,4	,010000000	,0	,5497.00	,01	,202915	,00030000	,0	,000300000020821103202915000030000	,20221103	,00030000	,181372990306867	,02	,00	,01	,00000000	,7011	,57248455	,zusFour_star(Low)	,120	,6424	,01	,01	,ztyvkqjleus89	,1	,1	
3mezcwo196nib	,01	,00030001	,707842809724	,0000	,0	,01	,1	,656338	,1103205913	,0	,54746943	,00030001	,4	,010000000	,0	,2955.00	,01	,205913	,00030001	,0	,000300016563381103205913000030001	,20221103	,00030001	,928424325516094	,02	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",001	,2381	,01	,01	,87q3y0vp2fobr	,1	,1	
e3ksdcyp5xigh	,01	,00020002	,181891116968	,0000	,0	,01	,1	,701068	,1103225641	,0	,66190108	,00020002	,4	,010000000	,0	,4047.00	,01	,225641	,00020002	,0	,000200027010681103225641000020002	,20221103	,00020002	,846402661928120	,02	,00	,01	,00000000	,8099	,31360497	,eliCommunity_health_service_center(Low)	,121	,3747	,01	,04	,wr84mkincvlg1	,1	,1	
pw5s68hoxmukq	,01	,00010000	,941075567755	,0000	,0	,01	,1	,876138	,1103232840	,0	,57301799	,00010000	,4	,010000000	,0	,4368.00	,01	,232840	,00010000	,0	,000100008761381103232840000010000	,20221103	,00010000	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",041	,6434	,01	,01	,5nl2g673wdipu	,1	,1	
od0gacwe9j7hb	,01	,00010000	,979516111612	,0000	,0	,01	,1	,193128	,1103232933	,0	,13370971	,00010000	,4	,010000000	,0	,836.00	,01	,232933	,00010000	,0	,000100001931281103232933000010000	,20221103	,00010000	,928424325516094	,02	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",110	,0524	,01	,01	,87q3y0vp2fobr	,1	,1	
1ahbc7oksr0jf	,01	,00010000	,636827192431	,0000	,0	,01	,1	,806192	,1103234201	,0	,94743686	,00010000	,4	,010000000	,0	,3600.00	,01	,234201	,00010000	,0	,000100008061921103234201000010000	,20221103	,00010000	,605329632615020	,02	,00	,01	,00000000	,5651	,62772683	,hjnBulk_goods	,121	,8985	,01	,01	,xskq23nibtmja	,1	,1	
u6rkf2xzgqdna	,01	,00010001	,892966798627	,0000	,0	,01	,1	,057647	,1103235819	,0	,24304628	,00010001	,4	,010000000	,0	,4288.00	,01	,235819	,00010001	,0	,000100010576471103235819000010001	,20221103	,00010001	,846402661928120	,02	,00	,01	,00000000	,8099	,31360497	,eliCommunity_health_service_center(Low)	,020	,0634	,01	,01	,wr84mkincvlg1	,1	,1	
87q3y0vp2fobr	,03	,00020002	,973581535064	,0000	,0	,01	,1	,803877	,1104003044	,0	,90897463	,00020002	,4	,030000000	,0	,794.00	,01	,003044	,00020002	,0	,000200028038771104003044000020002	,20221104	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,000	,4135	,01	,01	,hapu3meo6y29w	,1	,1	
